,t_good_pred,t_brier,t_entropy,t_confidence
0,False,8.224876403808594,1.6762319803237915,0.10779225081205368
1,False,8.275705337524414,1.5078798532485962,0.034737493842840195
2,False,8.230550765991211,1.741959810256958,0.12471933662891388
3,True,8.212987899780273,1.8165512084960938,0.3571329712867737
4,False,8.302276611328125,1.5274693965911865,0.06170789524912834
5,False,8.528587341308594,1.102950096130371,0.06927277892827988
6,False,8.207035064697266,1.8391139507293701,0.06211880221962929
7,False,8.29543399810791,1.4146463871002197,0.21551984548568726
8,False,8.213459968566895,1.7850946187973022,0.06855356693267822
9,True,8.32565975189209,1.3405497074127197,0.46263930201530457
10,True,8.430399894714355,1.2368972301483154,0.6295211315155029
11,False,8.222081184387207,1.8524655103683472,0.11454032361507416
12,True,8.902009010314941,0.25284337997436523,0.9491608738899231
13,False,8.267515182495117,1.640988826751709,0.00029970824834890664
14,False,8.40243911743164,1.2439202070236206,0.018931275233626366
15,False,8.891738891601562,0.28283780813217163,0.005879870615899563
16,False,8.217133522033691,1.674047827720642,0.20292891561985016
17,False,8.253418922424316,1.5771938562393188,0.1624012440443039
18,False,8.185761451721191,1.9051048755645752,0.26513364911079407
19,False,8.314668655395508,1.2581201791763306,0.0002298942272318527
20,False,8.19076919555664,1.8530360460281372,0.038300950080156326
21,False,8.230623245239258,1.6573173999786377,0.004482065327465534
22,False,8.33631420135498,1.3343160152435303,0.00149260344915092
23,False,8.247982025146484,1.5361905097961426,0.28946778178215027
24,False,8.440446853637695,1.0759987831115723,0.00018234545132145286
25,True,8.20177173614502,1.8290209770202637,0.2839020788669586
26,False,8.393714904785156,1.4633328914642334,0.0673457533121109
27,True,8.574796676635742,0.7531648874282837,0.7173157334327698
28,False,8.29555606842041,1.4805495738983154,0.2662156820297241
29,False,8.247647285461426,1.5252673625946045,0.0008935648947954178
30,False,8.273971557617188,1.5900826454162598,0.006943998392671347
31,False,8.249101638793945,1.5906091928482056,0.009092635475099087
32,False,8.478887557983398,1.190137267112732,0.013233434408903122
33,False,8.401063919067383,1.3590667247772217,0.04884554445743561
34,False,8.492375373840332,1.1848349571228027,0.028148410841822624
35,False,8.487005233764648,1.046288251876831,0.22348153591156006
36,False,8.668089866638184,0.7343571782112122,0.012903319671750069
37,False,8.340174674987793,1.3245539665222168,0.0030997437424957752
38,True,8.960139274597168,0.12884564697742462,0.9798063039779663
39,False,8.437376976013184,1.0209811925888062,0.03387867659330368
40,False,8.344782829284668,1.377436637878418,0.008530895225703716
41,False,8.14419174194336,2.051340103149414,0.10389357060194016
42,False,8.441568374633789,1.0719105005264282,0.035080261528491974
43,False,8.45765495300293,1.0030487775802612,2.0716315702884458e-05
44,True,8.286764144897461,1.421010971069336,0.39115631580352783
45,False,8.55663013458252,0.8611336946487427,0.012111011892557144
46,False,8.253314971923828,1.7209320068359375,0.03829658776521683
47,True,8.408452987670898,1.3198535442352295,0.6125136613845825
48,False,8.49804973602295,1.0979297161102295,0.013220223598182201
49,False,8.156109809875488,2.040130853652954,0.05714274197816849
50,False,8.242992401123047,1.6857309341430664,0.15622851252555847
51,False,8.174532890319824,1.9719748497009277,0.10101477801799774
52,False,8.206315040588379,1.7345459461212158,0.08154112845659256
53,True,8.302779197692871,1.3588706254959106,0.375778466463089
54,False,8.268985748291016,1.5519894361495972,0.001971705351024866
55,False,8.551111221313477,0.8052325248718262,9.181819223158527e-06
56,False,8.277676582336426,1.4621222019195557,0.0623064860701561
57,False,8.454706192016602,0.9327253103256226,0.0009875115938484669
58,False,8.325847625732422,1.4418818950653076,0.07417584955692291
59,False,8.356194496154785,1.2310113906860352,0.2382533848285675
60,True,8.249228477478027,1.6026668548583984,0.33592095971107483
61,False,8.260114669799805,1.6472303867340088,0.05971687287092209
62,False,8.284198760986328,1.5646541118621826,0.3204386830329895
63,False,8.427318572998047,1.2297475337982178,0.0031822004821151495
64,False,8.235112190246582,1.5945489406585693,0.27457305788993835
65,False,8.385562896728516,1.198145866394043,0.0031529096886515617
66,False,8.427299499511719,1.344764232635498,0.06200943514704704
67,False,8.234442710876465,1.7184900045394897,0.03452122583985329
68,True,8.224998474121094,1.8357622623443604,0.4093601107597351
69,False,8.188626289367676,1.8282040357589722,0.002095318166539073
70,False,8.240426063537598,1.7284564971923828,0.04554274305701256
71,False,8.229476928710938,1.7737913131713867,0.11960107088088989
72,False,8.283965110778809,1.5515450239181519,0.004292923957109451
73,True,8.55689525604248,0.8335123062133789,0.7091742753982544
74,False,8.201717376708984,1.814514398574829,0.2082005739212036
75,False,8.541674613952637,0.9553981423377991,0.012601414695382118
76,False,8.75756549835205,0.48803937435150146,0.00036670308327302337
77,False,8.253122329711914,1.652841329574585,0.003495551412925124
78,False,8.2420654296875,1.6178029775619507,0.012870384380221367
79,False,8.339808464050293,1.358378291130066,0.1316482126712799
80,False,8.428141593933105,1.0112701654434204,0.3994099199771881
81,False,8.32763385772705,1.5780255794525146,0.04453186318278313
82,False,8.893031120300293,0.29336923360824585,0.010364215821027756
83,False,8.192831993103027,1.78743577003479,0.0010700818384066224
84,False,8.24362850189209,1.7130855321884155,0.03590773418545723
85,False,8.48611831665039,1.1639906167984009,0.11104286462068558
86,False,8.2806978225708,1.6017465591430664,0.016161765903234482
87,False,8.388398170471191,1.2402781248092651,0.12257880717515945
88,False,8.18143367767334,1.943723201751709,0.05607425794005394
89,False,8.245063781738281,1.6445066928863525,0.11280801892280579
90,False,8.409884452819824,1.3567922115325928,0.05655713006854057
91,False,8.344018936157227,1.3609875440597534,9.236573532689363e-05
92,False,8.237517356872559,1.7041327953338623,0.02006625197827816
93,True,8.293681144714355,1.4796364307403564,0.4548628032207489
94,True,8.51290512084961,0.867627739906311,0.6589362621307373
95,False,8.259621620178223,1.6474167108535767,0.003206174122169614
96,False,8.243000030517578,1.7251728773117065,0.03182940185070038
97,False,8.343132972717285,1.596872091293335,0.05092054605484009
98,False,8.300061225891113,1.3655248880386353,0.0046017845161259174
99,True,8.239880561828613,1.6087409257888794,0.3303241431713104
100,True,8.304691314697266,1.3014843463897705,0.3543134927749634
101,False,8.191827774047852,1.9255009889602661,0.021127287298440933
102,False,8.348525047302246,1.2389073371887207,0.005885778926312923
103,False,8.662309646606445,0.6706884503364563,5.6941778893815354e-05
