,t_good_pred,t_brier,t_entropy,t_confidence
0,0,1.1999727487564087,1.7304024696350098,0.01060039084404707
1,0,1.424459457397461,1.1320093870162964,0.000977201503701508
2,0,1.3001340627670288,1.4168620109558105,0.006566556636244059
3,1,0.023731017485260963,0.5203484296798706,0.871285617351532
4,0,1.162355899810791,1.1547393798828125,0.10613016784191132
5,0,1.602024793624878,0.8503618836402893,9.031227818923071e-05
6,0,1.5457910299301147,0.773125171661377,0.0008478770032525063
7,0,0.978739857673645,1.0958696603775024,0.22403697669506073
8,0,1.0643336772918701,1.5602502822875977,0.09692906588315964
9,1,0.22812806069850922,1.0799676179885864,0.614342212677002
10,1,0.4877341091632843,1.6721668243408203,0.3775682747364044
11,0,1.3406327962875366,1.4396545886993408,5.107648394186981e-05
12,0,0.670870304107666,1.7968941926956177,0.2646586000919342
13,1,0.5878068208694458,1.5371177196502686,0.33404096961021423
14,0,1.2861323356628418,1.4522230625152588,0.008971978910267353
15,0,1.2885830402374268,1.4908860921859741,0.002486828714609146
16,0,1.7349607944488525,0.41739144921302795,0.037309445440769196
17,1,0.48552319407463074,1.5927468538284302,0.37941208481788635
18,0,1.6615114212036133,0.7429283261299133,0.021680207923054695
19,1,0.474254310131073,1.5981547832489014,0.38991695642471313
20,0,1.2852963209152222,1.4844146966934204,0.0010871924459934235
21,0,1.1664232015609741,1.7300524711608887,0.03903038427233696
22,0,1.5179197788238525,1.0476027727127075,0.010622083209455013
23,0,0.9389588832855225,1.8820438385009766,0.12097880989313126
24,0,1.1114236116409302,1.5637938976287842,0.07570482045412064
25,0,0.7359320521354675,1.617276668548584,0.25637033581733704
26,0,1.371579885482788,1.3367509841918945,0.00047603677376173437
27,0,1.145057201385498,1.7837655544281006,0.04795157164335251
28,1,0.31896647810935974,1.4872589111328125,0.49583324790000916
29,0,1.200374722480774,1.7269645929336548,0.010201694443821907
30,0,0.9482630491256714,2.015289783477783,0.11320757865905762
31,0,0.6053256392478943,0.7405359148979187,0.4458695650100708
32,0,1.3578048944473267,0.9552702307701111,0.09717715531587601
33,1,0.4116501808166504,1.6003040075302124,0.42690742015838623
34,0,1.0319383144378662,2.0232152938842773,0.06339320540428162
35,0,1.513102650642395,0.9023010730743408,0.056895703077316284
36,0,1.3104970455169678,1.1474300622940063,0.06066635251045227
37,1,0.2196313738822937,0.8443803787231445,0.6452499628067017
38,0,1.48575758934021,0.8640336394309998,0.06742823123931885
39,0,1.3249549865722656,1.3028292655944824,0.0001025325691443868
40,0,0.5726293325424194,0.908797025680542,0.43625545501708984
41,0,1.1766433715820312,1.8264083862304688,0.005849926732480526
42,0,1.8698055744171143,0.32116228342056274,5.848323053214699e-05
43,0,1.1879222393035889,1.7682924270629883,0.01962929219007492
44,1,0.002682393416762352,0.21721316874027252,0.9572403430938721
45,0,1.76158607006073,0.5523815155029297,0.0006422932492569089
46,0,1.3326396942138672,1.2962498664855957,0.00907955039292574
47,0,1.2296847105026245,1.5958051681518555,0.01636192761361599
48,0,1.2656726837158203,1.3856775760650635,0.03548092395067215
49,0,1.4194508790969849,0.977281928062439,0.04808100312948227
50,0,1.5498684644699097,0.9524247050285339,0.0025959170889109373
51,0,0.8468019366264343,2.0993900299072266,0.1462993025779724
52,0,1.3600068092346191,1.2913765907287598,0.00043682524119503796
53,0,1.6687626838684082,0.5353863835334778,0.042726073414087296
54,0,1.6534887552261353,0.6019701957702637,0.0001365716743748635
55,0,1.6324080228805542,0.5733562111854553,1.1866670490690012e-07
56,0,1.5908699035644531,0.7895330786705017,2.3999431505217217e-05
57,0,1.9121651649475098,0.2168942242860794,0.0002695402654353529
58,0,1.1794583797454834,1.8315761089324951,0.003941941540688276
59,0,1.278693437576294,1.3001354932785034,0.044148944318294525
60,0,1.3465656042099,1.2008748054504395,0.046500690281391144
61,0,1.21277916431427,1.5283712148666382,0.023275667801499367
62,1,0.3798348009586334,1.3229215145111084,0.4716113805770874
63,1,0.6959955096244812,1.5539257526397705,0.2672933340072632
64,1,0.5063170790672302,1.1084766387939453,0.4510778784751892
65,1,0.008037100546061993,0.3868039846420288,0.9209712743759155
66,1,0.0028175106272101402,0.20618408918380737,0.9582147598266602
67,0,1.063353180885315,1.623414158821106,0.09623143821954727
68,0,1.5394127368927002,0.9300082921981812,0.01517909113317728
69,0,1.2051653861999512,1.6899272203445435,0.008351041004061699
70,0,1.3982315063476562,0.8923106789588928,0.09766360372304916
71,0,0.8971250653266907,1.6155709028244019,0.16488014161586761
72,0,1.1122897863388062,1.595542073249817,0.08596350997686386
73,0,1.6117920875549316,0.8879360556602478,0.005869034677743912
74,0,0.5296857357025146,1.1625452041625977,0.4294052720069885
75,1,0.22528499364852905,1.1221636533737183,0.6030459403991699
76,0,1.2459713220596313,1.4344351291656494,0.04081815853714943
77,0,1.4772809743881226,0.8083446621894836,0.001386513700708747
78,0,1.378664493560791,1.196579933166504,0.002667689463123679
79,1,0.524069607257843,1.650738000869751,0.3505759835243225
80,0,1.2537428140640259,1.5171759128570557,0.001273500849492848
81,0,1.2351458072662354,1.6295099258422852,0.009045840241014957
82,0,1.4307124614715576,0.9830476641654968,0.00014793258742429316
83,0,1.8770571947097778,0.30837398767471313,4.882951543550007e-05
84,0,1.3638577461242676,1.1796365976333618,0.024582698941230774
85,0,1.256099820137024,1.3771551847457886,0.042963333427906036
86,0,0.918358325958252,1.8201872110366821,0.14457757771015167
87,0,1.1418782472610474,1.1177620887756348,0.16396696865558624
88,0,1.4001927375793457,1.2098758220672607,8.402983439737e-06
89,1,0.4092681109905243,1.1083719730377197,0.48555558919906616
90,0,1.37748122215271,1.0764139890670776,0.014109865762293339
91,1,0.44688984751701355,1.6226544380187988,0.40324950218200684
92,0,0.6571875810623169,1.6686416864395142,0.28627875447273254
93,1,0.05819253623485565,0.4875238537788391,0.8270285725593567
94,0,1.7419160604476929,0.5187111496925354,0.0017507452284917235
95,0,1.2834347486495972,1.4818706512451172,0.01875627599656582
96,0,1.6469554901123047,0.6972744464874268,2.8275757358642295e-05
97,1,0.4469352662563324,1.7022795677185059,0.39805731177330017
98,0,0.992721676826477,1.842175841331482,0.10833136737346649
99,0,1.474337100982666,0.8277269601821899,3.2116699003381655e-05
100,0,1.2237515449523926,1.6137511730194092,0.00871068611741066
101,0,1.419564127922058,1.0043253898620605,0.04206665977835655
102,0,1.0157337188720703,1.8680026531219482,0.09291299432516098
103,0,1.4539358615875244,1.075926661491394,0.0005358720081858337
104,0,1.3620383739471436,1.2391653060913086,0.0007934555178508162
105,0,1.2916104793548584,1.4480215311050415,0.004198869690299034
106,0,0.7586908936500549,1.59857976436615,0.26209014654159546
